ordinal	fil	filename	word	tokenised	qichwa	english	spanish
311	nan	nan_hani_xi_broad.tsv	基金	['k', 'i', 'k', 'i', 'm']	kikim		
312	nan	nan_hani_xi_broad.tsv	堆	['t', 'u']	tu		
313	nan	nan_hani_xi_broad.tsv	堪	['kʰ', 'a', 'm']	kham		
314	nan	nan_hani_xi_broad.tsv	填	['tʰ', 'u', 'n']	thun		
315	nan	nan_hani_xi_broad.tsv	塭	['u', 'n']	un		
316	nan	nan_hani_xi_broad.tsv	塭仔	['u', 'n', 'a']	una		
317	nan	nan_hani_xi_broad.tsv	塵	['t', 'i', 'n']	tin		
318	nan	nan_hani_xi_broad.tsv	塵	['tʰ', 'u', 'n']	thun		
319	nan	nan_hani_xi_broad.tsv	墅	['s', 'u']	su		
320	nan	nan_hani_xi_broad.tsv	墟	['h', 'i']	hi		
321	nan	nan_hani_xi_broad.tsv	墟	['h', 'u']	hu		
322	nan	nan_hani_xi_broad.tsv	墩	['t', 'u', 'n']	tun		
323	nan	nan_hani_xi_broad.tsv	墳	['h', 'u', 'n']	hun		
324	nan	nan_hani_xi_broad.tsv	墾	['kʰ', 'u', 'n']	khun		
325	nan	nan_hani_xi_broad.tsv	壇	['t', 'a', 'n']	tan		
326	nan	nan_hani_xi_broad.tsv	壇	['tʰ', 'a', 'n']	than		
327	nan	nan_hani_xi_broad.tsv	壈	['l', 'a', 'm']	lam		
328	nan	nan_hani_xi_broad.tsv	壩	['p', 'a']	pa		
329	nan	nan_hani_xi_broad.tsv	士	['s', 'u']	su		
330	nan	nan_hani_xi_broad.tsv	士師	['s', 'u', 's', 'u']	susu		
331	nan	nan_hani_xi_broad.tsv	士師記	['s', 'u', 's', 'u', 'k', 'i']	susuki		
332	nan	nan_hani_xi_broad.tsv	士林	['s', 'u', 'l', 'i', 'm']	sulim		
333	nan	nan_hani_xi_broad.tsv	士氣	['s', 'u', 'kʰ', 'i']	sukhi		
334	nan	nan_hani_xi_broad.tsv	壬	['l', 'i', 'm']	lim		
335	nan	nan_hani_xi_broad.tsv	壬寅	['l', 'i', 'm', 'i', 'n']	limin		
336	nan	nan_hani_xi_broad.tsv	夏	['h', 'a']	ha		
337	nan	nan_hani_xi_broad.tsv	夤	['i', 'n']	in		
338	nan	nan_hani_xi_broad.tsv	大	['t', 'a']	ta		
339	nan	nan_hani_xi_broad.tsv	夫	['h', 'u']	hu		
340	nan	nan_hani_xi_broad.tsv	夫人	['h', 'u', 'l', 'i', 'n']	hulin		
341	nan	nan_hani_xi_broad.tsv	夫君	['h', 'u', 'k', 'u', 'n']	hukun		
342	nan	nan_hani_xi_broad.tsv	夫婦	['h', 'u', 'h', 'u']	huhu		
343	nan	nan_hani_xi_broad.tsv	奇	['k', 'i']	ki		
344	nan	nan_hani_xi_broad.tsv	奇	['k', 'i']	ki		
345	nan	nan_hani_xi_broad.tsv	奇巧	['k', 'i', 'kʰ', 'a']	kikha		
346	nan	nan_hani_xi_broad.tsv	奇箸	['kʰ', 'a', 't', 'i']	khati		
347	nan	nan_hani_xi_broad.tsv	奈	['t', 'a']	ta		
348	nan	nan_hani_xi_broad.tsv	奔	['p', 'u', 'n']	pun		
349	nan	nan_hani_xi_broad.tsv	奔	['pʰ', 'u', 'n']	phun		
350	nan	nan_hani_xi_broad.tsv	奮	['h', 'u', 'n']	hun		
351	nan	nan_hani_xi_broad.tsv	女	['l', 'i']	li		
352	nan	nan_hani_xi_broad.tsv	女	['l', 'u']	lu		
353	nan	nan_hani_xi_broad.tsv	女人	['l', 'u', 'l', 'i', 'n']	lulin		
354	nan	nan_hani_xi_broad.tsv	女兒	['l', 'u', 'l', 'i']	luli		
355	nan	nan_hani_xi_broad.tsv	女士	['l', 'u', 's', 'u']	lusu		
356	nan	nan_hani_xi_broad.tsv	女婢	['l', 'i', 'p', 'i']	lipi		
357	nan	nan_hani_xi_broad.tsv	奸	['k', 'a', 'n']	kan		
358	nan	nan_hani_xi_broad.tsv	她	['tʰ', 'a']	tha		
359	nan	nan_hani_xi_broad.tsv	如	['l', 'u']	lu		
360	nan	nan_hani_xi_broad.tsv	如下	['l', 'u', 'h', 'a']	luha		
361	nan	nan_hani_xi_broad.tsv	如今	['l', 'u', 'k', 'i', 'm']	lukim		
362	nan	nan_hani_xi_broad.tsv	如期	['l', 'u', 'k', 'i']	luki		
363	nan	nan_hani_xi_broad.tsv	妊	['l', 'i', 'm']	lim		
364	nan	nan_hani_xi_broad.tsv	妓	['k', 'i']	ki		
365	nan	nan_hani_xi_broad.tsv	妓	['k', 'i']	ki		
366	nan	nan_hani_xi_broad.tsv	妓女	['k', 'i', 'l', 'u']	kilu		
367	nan	nan_hani_xi_broad.tsv	妗	['k', 'i', 'm']	kim		
368	nan	nan_hani_xi_broad.tsv	妣	['p', 'i']	pi		
369	nan	nan_hani_xi_broad.tsv	妳	['l', 'i']	li		
370	nan	nan_hani_xi_broad.tsv	姦	['k', 'a', 'n']	kan		
371	nan	nan_hani_xi_broad.tsv	姦	['k', 'a', 'n']	kan		
372	nan	nan_hani_xi_broad.tsv	姦污	['k', 'a', 'n', 'u']	kanu		
373	nan	nan_hani_xi_broad.tsv	姦淫	['k', 'a', 'n', 'i', 'm']	kanim		
374	nan	nan_hani_xi_broad.tsv	姬	['k', 'i']	ki		
375	nan	nan_hani_xi_broad.tsv	姻	['i', 'n']	in		
376	nan	nan_hani_xi_broad.tsv	婚	['h', 'u', 'n']	hun		
377	nan	nan_hani_xi_broad.tsv	婚姻	['h', 'u', 'n', 'i', 'n']	hunin		
378	nan	nan_hani_xi_broad.tsv	婢	['p', 'i']	pi		
379	nan	nan_hani_xi_broad.tsv	婦	['h', 'u']	hu		
380	nan	nan_hani_xi_broad.tsv	婦	['p', 'u']	pu		
381	nan	nan_hani_xi_broad.tsv	婦人	['h', 'u', 'l', 'i', 'n']	hulin		
382	nan	nan_hani_xi_broad.tsv	婦女	['h', 'u', 'l', 'u']	hulu		
383	nan	nan_hani_xi_broad.tsv	媵	['i', 'n']	in		
384	nan	nan_hani_xi_broad.tsv	嫁	['k', 'a']	ka		
385	nan	nan_hani_xi_broad.tsv	嫠	['l', 'i']	li		
386	nan	nan_hani_xi_broad.tsv	嫠婦	['l', 'i', 'h', 'u']	lihu		
387	nan	nan_hani_xi_broad.tsv	嫩	['l', 'u', 'n']	lun		
388	nan	nan_hani_xi_broad.tsv	嬉	['h', 'i']	hi		
389	nan	nan_hani_xi_broad.tsv	嬉戲	['h', 'i', 'h', 'i']	hihi		
390	nan	nan_hani_xi_broad.tsv	子	['l', 'i']	li		
391	nan	nan_hani_xi_broad.tsv	孕	['i', 'n']	in		
392	nan	nan_hani_xi_broad.tsv	字	['l', 'i']	li		
393	nan	nan_hani_xi_broad.tsv	字句	['l', 'i', 'k', 'u']	liku		
394	nan	nan_hani_xi_broad.tsv	字據	['l', 'i', 'k', 'u']	liku		
395	nan	nan_hani_xi_broad.tsv	字殼	['l', 'i', 'kʰ', 'a', 'k̚']	likhak		
396	nan	nan_hani_xi_broad.tsv	孝	['h', 'a']	ha		
397	nan	nan_hani_xi_broad.tsv	孫	['s', 'u', 'n']	sun		
398	nan	nan_hani_xi_broad.tsv	孫仔	['s', 'u', 'n', 'a']	suna		
399	nan	nan_hani_xi_broad.tsv	孵	['h', 'u']	hu		
400	nan	nan_hani_xi_broad.tsv	孵	['p', 'u']	pu		
401	nan	nan_hani_xi_broad.tsv	學	['h', 'a', 'k̚']	hak		
402	nan	nan_hani_xi_broad.tsv	它	['tʰ', 'a']	tha		
403	nan	nan_hani_xi_broad.tsv	安	['a', 'n']	an		
404	nan	nan_hani_xi_broad.tsv	安穩	['a', 'n', 'u', 'n']	anun		
405	nan	nan_hani_xi_broad.tsv	家	['k', 'a']	ka		
406	nan	nan_hani_xi_broad.tsv	家	['kʰ', 'a']	kha		
407	nan	nan_hani_xi_broad.tsv	家事	['k', 'a', 's', 'u']	kasu		
408	nan	nan_hani_xi_broad.tsv	家具	['k', 'a', 'k', 'u']	kaku		
409	nan	nan_hani_xi_broad.tsv	家居	['k', 'a', 'k', 'u']	kaku		
410	nan	nan_hani_xi_broad.tsv	家己	['k', 'a', 'k', 'i']	kaki		
411	nan	nan_hani_xi_broad.tsv	家產	['k', 'a', 's', 'a', 'n']	kasan		
412	nan	nan_hani_xi_broad.tsv	家禽	['k', 'a', 'kʰ', 'i', 'm']	kakhim		
413	nan	nan_hani_xi_broad.tsv	寄	['k', 'i']	ki		
414	nan	nan_hani_xi_broad.tsv	寅	['i', 'n']	in		
415	nan	nan_hani_xi_broad.tsv	富	['h', 'u']	hu		
416	nan	nan_hani_xi_broad.tsv	富	['p', 'u']	pu		
417	nan	nan_hani_xi_broad.tsv	富家	['h', 'u', 'k', 'a']	huka		
418	nan	nan_hani_xi_broad.tsv	富庶	['h', 'u', 's', 'u']	husu		
419	nan	nan_hani_xi_broad.tsv	富裕	['h', 'u', 'l', 'u']	hulu		
420	nan	nan_hani_xi_broad.tsv	富裕	['p', 'u', 'l', 'u']	pulu		
421	nan	nan_hani_xi_broad.tsv	富里	['h', 'u', 'l', 'i']	huli		
422	nan	nan_hani_xi_broad.tsv	富錦	['h', 'u', 'k', 'i', 'm']	hukim		
423	nan	nan_hani_xi_broad.tsv	寒	['h', 'a', 'n']	han		
424	nan	nan_hani_xi_broad.tsv	寺	['s', 'u']	su		
425	nan	nan_hani_xi_broad.tsv	尃	['h', 'u']	hu		
426	nan	nan_hani_xi_broad.tsv	尷	['k', 'a', 'm']	kam		
427	nan	nan_hani_xi_broad.tsv	尹	['u', 'n']	un		
428	nan	nan_hani_xi_broad.tsv	尻	['kʰ', 'a']	kha		
429	nan	nan_hani_xi_broad.tsv	屁	['pʰ', 'i']	phi		
430	nan	nan_hani_xi_broad.tsv	屄	['p', 'i']	pi		
431	nan	nan_hani_xi_broad.tsv	居	['k', 'u']	ku		
432	nan	nan_hani_xi_broad.tsv	居士	['k', 'u', 's', 'u']	kusu		
433	nan	nan_hani_xi_broad.tsv	居家	['k', 'u', 'k', 'a']	kuka		
434	nan	nan_hani_xi_broad.tsv	居間	['k', 'u', 'k', 'a', 'n']	kukan		
435	nan	nan_hani_xi_broad.tsv	屏	['p', 'i', 'n']	pin		
436	nan	nan_hani_xi_broad.tsv	屏	['p', 'i', 'n']	pin		
437	nan	nan_hani_xi_broad.tsv	屢	['l', 'u']	lu		
438	nan	nan_hani_xi_broad.tsv	履	['l', 'i']	li		
439	nan	nan_hani_xi_broad.tsv	屯	['t', 'u', 'n']	tun		
440	nan	nan_hani_xi_broad.tsv	屯	['tʰ', 'u', 'n']	thun		
441	nan	nan_hani_xi_broad.tsv	山	['s', 'a', 'n']	san		
442	nan	nan_hani_xi_broad.tsv	屺	['kʰ', 'i']	khi		
443	nan	nan_hani_xi_broad.tsv	崁	['kʰ', 'a', 'm']	kham		
444	nan	nan_hani_xi_broad.tsv	崎	['k', 'i']	ki		
445	nan	nan_hani_xi_broad.tsv	崎嶇	['k', 'i', 'kʰ', 'u']	kikhu		
446	nan	nan_hani_xi_broad.tsv	崙	['l', 'u', 'n']	lun		
447	nan	nan_hani_xi_broad.tsv	崙仔	['l', 'u', 'n', 'a']	luna		
448	nan	nan_hani_xi_broad.tsv	嵌	['kʰ', 'a', 'm']	kham		
449	nan	nan_hani_xi_broad.tsv	嵐	['l', 'a', 'm']	lam		
450	nan	nan_hani_xi_broad.tsv	嶇	['kʰ', 'u']	khu		
451	nan	nan_hani_xi_broad.tsv	嶼	['s', 'u']	su		
452	nan	nan_hani_xi_broad.tsv	巡	['s', 'u', 'n']	sun		
453	nan	nan_hani_xi_broad.tsv	巧	['kʰ', 'a']	kha		
454	nan	nan_hani_xi_broad.tsv	巧奇	['kʰ', 'a', 'k', 'i']	khaki		
455	nan	nan_hani_xi_broad.tsv	巨	['k', 'u']	ku		
456	nan	nan_hani_xi_broad.tsv	巨人	['k', 'u', 'l', 'i', 'n']	kulin		
457	nan	nan_hani_xi_broad.tsv	巨幅	['k', 'i', 'p', 'a', 'k̚']	kipak		
458	nan	nan_hani_xi_broad.tsv	巨幅	['k', 'u', 'p', 'a', 'k̚']	kupak		
459	nan	nan_hani_xi_broad.tsv	己	['k', 'i']	ki		
460	nan	nan_hani_xi_broad.tsv	己	['k', 'i']	ki		
461	nan	nan_hani_xi_broad.tsv	己任	['k', 'i', 'l', 'i', 'm']	kilim		
462	nan	nan_hani_xi_broad.tsv	己巳	['k', 'i', 's', 'u']	kisu		
463	nan	nan_hani_xi_broad.tsv	巳	['s', 'u']	su		
464	nan	nan_hani_xi_broad.tsv	巴	['p', 'a']	pa		
465	nan	nan_hani_xi_broad.tsv	巴哈	['p', 'a', 'h', 'a']	paha		
466	nan	nan_hani_xi_broad.tsv	巴基斯坦	['p', 'a', 'k', 'i', 's', 'u', 'tʰ', 'a', 'n']	pakisuthan		
467	nan	nan_hani_xi_broad.tsv	巴林	['p', 'a', 'l', 'i', 'm']	palim		
468	nan	nan_hani_xi_broad.tsv	巴比倫	['p', 'a', 'p', 'i', 'l', 'u', 'n']	papilun		
469	nan	nan_hani_xi_broad.tsv	巽	['s', 'u', 'n']	sun		
470	nan	nan_hani_xi_broad.tsv	巾	['k', 'u', 'n']	kun		
471	nan	nan_hani_xi_broad.tsv	希	['h', 'i']	hi		
472	nan	nan_hani_xi_broad.tsv	希奇	['h', 'i', 'k', 'i']	hiki		
473	nan	nan_hani_xi_broad.tsv	帕	['pʰ', 'a']	pha		
474	nan	nan_hani_xi_broad.tsv	師	['s', 'u']	su		
475	nan	nan_hani_xi_broad.tsv	師事	['s', 'u', 's', 'u']	susu		
476	nan	nan_hani_xi_broad.tsv	幅	['p', 'a', 'k̚']	pak		
477	nan	nan_hani_xi_broad.tsv	干	['k', 'a', 'n']	kan		
478	nan	nan_hani_xi_broad.tsv	干預	['k', 'a', 'n', 'u']	kanu		
479	nan	nan_hani_xi_broad.tsv	幹	['k', 'a', 'n']	kan		
480	nan	nan_hani_xi_broad.tsv	幾	['k', 'i']	ki		
481	nan	nan_hani_xi_broad.tsv	幾	['k', 'i']	ki		
482	nan	nan_hani_xi_broad.tsv	庇	['p', 'i']	pi		
483	nan	nan_hani_xi_broad.tsv	序	['s', 'u']	su		
484	nan	nan_hani_xi_broad.tsv	底	['t', 'i']	ti		
485	nan	nan_hani_xi_broad.tsv	底	['t', 'i']	ti		
486	nan	nan_hani_xi_broad.tsv	府	['h', 'u']	hu		
487	nan	nan_hani_xi_broad.tsv	庵	['a', 'm']	am		
488	nan	nan_hani_xi_broad.tsv	庶	['s', 'u']	su		
489	nan	nan_hani_xi_broad.tsv	庶人	['s', 'u', 'l', 'i', 'n']	sulin		
490	nan	nan_hani_xi_broad.tsv	庶幾	['s', 'u', 'k', 'i']	suki		
491	nan	nan_hani_xi_broad.tsv	庾	['l', 'u']	lu		
492	nan	nan_hani_xi_broad.tsv	廈	['h', 'a']	ha		
493	nan	nan_hani_xi_broad.tsv	廚	['t', 'u']	tu		
494	nan	nan_hani_xi_broad.tsv	廚具	['t', 'u', 'k', 'u']	tuku		
495	nan	nan_hani_xi_broad.tsv	廚具	['t', 'u', 'kʰ', 'u']	tukhu		
496	nan	nan_hani_xi_broad.tsv	廚師	['t', 'u', 's', 'u']	tusu		
497	nan	nan_hani_xi_broad.tsv	廝	['s', 'u']	su		
498	nan	nan_hani_xi_broad.tsv	廬	['l', 'u']	lu		
499	nan	nan_hani_xi_broad.tsv	廴	['i', 'n']	in		
500	nan	nan_hani_xi_broad.tsv	引	['i', 'n']	in		
501	nan	nan_hani_xi_broad.tsv	弛	['t', 'i']	ti		
502	nan	nan_hani_xi_broad.tsv	弟	['t', 'i']	ti		
503	nan	nan_hani_xi_broad.tsv	弟	['t', 'i']	ti		
504	nan	nan_hani_xi_broad.tsv	弟弟	['t', 'i', 't', 'i']	titi		
505	nan	nan_hani_xi_broad.tsv	彈	['t', 'a', 'n']	tan		
506	nan	nan_hani_xi_broad.tsv	彈	['t', 'a', 'n']	tan		
507	nan	nan_hani_xi_broad.tsv	彈	['tʰ', 'a', 'n']	than		
508	nan	nan_hani_xi_broad.tsv	彡	['s', 'a', 'm']	sam		
509	nan	nan_hani_xi_broad.tsv	彬	['p', 'i', 'n']	pin		
510	nan	nan_hani_xi_broad.tsv	彼	['p', 'i']	pi		
511	nan	nan_hani_xi_broad.tsv	很	['h', 'u', 'n']	hun		
512	nan	nan_hani_xi_broad.tsv	徐	['s', 'u']	su		
513	nan	nan_hani_xi_broad.tsv	徙	['s', 'u']	su		
514	nan	nan_hani_xi_broad.tsv	徛	['k', 'i']	ki		
515	nan	nan_hani_xi_broad.tsv	循	['s', 'u', 'n']	sun		
516	nan	nan_hani_xi_broad.tsv	忌	['k', 'i']	ki		
517	nan	nan_hani_xi_broad.tsv	忌	['kʰ', 'i']	khi		
518	nan	nan_hani_xi_broad.tsv	忌憚	['k', 'i', 't', 'a', 'n']	kitan		
519	nan	nan_hani_xi_broad.tsv	忍	['l', 'i', 'm']	lim		
520	nan	nan_hani_xi_broad.tsv	忍	['l', 'u', 'n']	lun		
521	nan	nan_hani_xi_broad.tsv	忐	['tʰ', 'a', 'm']	tham		
522	nan	nan_hani_xi_broad.tsv	忿	['h', 'u', 'n']	hun		
523	nan	nan_hani_xi_broad.tsv	思	['s', 'u']	su		
524	nan	nan_hani_xi_broad.tsv	思	['s', 'u']	su		
525	nan	nan_hani_xi_broad.tsv	思慮	['s', 'u', 'l', 'u']	sulu		
526	nan	nan_hani_xi_broad.tsv	恁	['l', 'i', 'm']	lim		
527	nan	nan_hani_xi_broad.tsv	恁	['l', 'i', 'n']	lin		
528	nan	nan_hani_xi_broad.tsv	恂	['s', 'u', 'n']	sun		
529	nan	nan_hani_xi_broad.tsv	恕	['s', 'u']	su		
530	nan	nan_hani_xi_broad.tsv	恥	['tʰ', 'i']	thi		
531	nan	nan_hani_xi_broad.tsv	恨	['h', 'u', 'n']	hun		
532	nan	nan_hani_xi_broad.tsv	恩	['u', 'n']	un		
533	nan	nan_hani_xi_broad.tsv	悍	['h', 'a', 'n']	han		
534	nan	nan_hani_xi_broad.tsv	您	['l', 'i', 'n']	lin		
535	nan	nan_hani_xi_broad.tsv	悲	['p', 'i']	pi		
536	nan	nan_hani_xi_broad.tsv	悲嘆	['p', 'i', 'tʰ', 'a', 'n']	pithan		
537	nan	nan_hani_xi_broad.tsv	悲憤	['p', 'i', 'h', 'u', 'n']	pihun		
538	nan	nan_hani_xi_broad.tsv	愈	['l', 'u']	lu		
539	nan	nan_hani_xi_broad.tsv	愈加	['l', 'u', 'k', 'a']	luka		
540	nan	nan_hani_xi_broad.tsv	愈加	['u', 'k', 'a']	uka		
541	nan	nan_hani_xi_broad.tsv	愉	['l', 'u']	lu		
542	nan	nan_hani_xi_broad.tsv	意思	['i', 's', 'u']	isu		
543	nan	nan_hani_xi_broad.tsv	意氣	['i', 'kʰ', 'i']	ikhi		
544	nan	nan_hani_xi_broad.tsv	愔	['i', 'm']	im		
545	nan	nan_hani_xi_broad.tsv	感	['k', 'a', 'm']	kam		
546	nan	nan_hani_xi_broad.tsv	感恩	['k', 'a', 'm', 'u', 'n']	kamun		
547	nan	nan_hani_xi_broad.tsv	慍	['u', 'n']	un		
548	nan	nan_hani_xi_broad.tsv	慮	['l', 'u']	lu		
549	nan	nan_hani_xi_broad.tsv	憐	['l', 'i', 'n']	lin		
550	nan	nan_hani_xi_broad.tsv	憑	['p', 'i', 'n']	pin		
551	nan	nan_hani_xi_broad.tsv	憑依	['p', 'i', 'n', 'i']	pini		
552	nan	nan_hani_xi_broad.tsv	憔	['t', 'a']	ta		
553	nan	nan_hani_xi_broad.tsv	憤	['h', 'u', 'n']	hun		
554	nan	nan_hani_xi_broad.tsv	憤	['h', 'u', 'n']	hun		
555	nan	nan_hani_xi_broad.tsv	憨	['h', 'a', 'm']	ham		
556	nan	nan_hani_xi_broad.tsv	憾	['h', 'a', 'm']	ham		
557	nan	nan_hani_xi_broad.tsv	懇	['kʰ', 'u', 'n']	khun		
558	nan	nan_hani_xi_broad.tsv	應	['i', 'n']	in		
559	nan	nan_hani_xi_broad.tsv	懍	['l', 'u', 'n']	lun		
560	nan	nan_hani_xi_broad.tsv	懶	['l', 'a', 'n']	lan		
561	nan	nan_hani_xi_broad.tsv	懼	['k', 'u']	ku		
562	nan	nan_hani_xi_broad.tsv	戍	['s', 'u']	su		
563	nan	nan_hani_xi_broad.tsv	戡	['kʰ', 'a', 'm']	kham		
564	nan	nan_hani_xi_broad.tsv	戲	['h', 'i']	hi		
565	nan	nan_hani_xi_broad.tsv	戲份	['h', 'i', 'h', 'u', 'n']	hihun		
566	nan	nan_hani_xi_broad.tsv	戲本	['h', 'i', 'p', 'u', 'n']	hipun		
567	nan	nan_hani_xi_broad.tsv	戲班	['h', 'i', 'p', 'a', 'n']	hipan		
568	nan	nan_hani_xi_broad.tsv	戲跤	['h', 'i', 'kʰ', 'a']	hikha		
569	nan	nan_hani_xi_broad.tsv	戴	['t', 'i']	ti		
570	nan	nan_hani_xi_broad.tsv	扁	['p', 'i', 'n']	pin		
571	nan	nan_hani_xi_broad.tsv	扒	['p', 'a']	pa		
572	nan	nan_hani_xi_broad.tsv	扒	['p', 'a']	pa		
573	nan	nan_hani_xi_broad.tsv	扒	['pʰ', 'a']	pha		
574	nan	nan_hani_xi_broad.tsv	扒	['pʰ', 'a']	pha		
575	nan	nan_hani_xi_broad.tsv	打	['t', 'a']	ta		
576	nan	nan_hani_xi_broad.tsv	扮	['p', 'a', 'n']	pan		
577	nan	nan_hani_xi_broad.tsv	扮	['p', 'a', 'n']	pan		
578	nan	nan_hani_xi_broad.tsv	扳	['p', 'a', 'n']	pan		
579	nan	nan_hani_xi_broad.tsv	扶	['h', 'u']	hu		
580	nan	nan_hani_xi_broad.tsv	技	['k', 'i']	ki		
581	nan	nan_hani_xi_broad.tsv	技	['k', 'i']	ki		
582	nan	nan_hani_xi_broad.tsv	技士	['k', 'i', 's', 'u']	kisu		
583	nan	nan_hani_xi_broad.tsv	技巧	['k', 'i', 'kʰ', 'a']	kikha		
584	nan	nan_hani_xi_broad.tsv	技師	['k', 'i', 's', 'u']	kisu		
585	nan	nan_hani_xi_broad.tsv	把	['p', 'a']	pa		
586	nan	nan_hani_xi_broad.tsv	把戲	['p', 'a', 'h', 'i']	pahi		
587	nan	nan_hani_xi_broad.tsv	抒	['s', 'u']	su		
588	nan	nan_hani_xi_broad.tsv	披	['pʰ', 'i']	phi		
589	nan	nan_hani_xi_broad.tsv	抵	['t', 'i']	ti		
590	nan	nan_hani_xi_broad.tsv	拄	['t', 'u']	tu		
591	nan	nan_hani_xi_broad.tsv	拄拄	['t', 'u', 't', 'u']	tutu		
592	nan	nan_hani_xi_broad.tsv	拉	['l', 'a']	la		
593	nan	nan_hani_xi_broad.tsv	拉圇	['l', 'a', 'l', 'u', 'n']	lalun		
594	nan	nan_hani_xi_broad.tsv	拉夫	['l', 'a', 'h', 'u']	lahu		
595	nan	nan_hani_xi_broad.tsv	拉杆	['l', 'a', 'k', 'a', 'n']	lakan		
596	nan	nan_hani_xi_broad.tsv	拊	['h', 'u']	hu		
597	nan	nan_hani_xi_broad.tsv	拋	['pʰ', 'a']	pha		
598	nan	nan_hani_xi_broad.tsv	拋藤	['pʰ', 'a', 't', 'i', 'n']	phatin		
599	nan	nan_hani_xi_broad.tsv	拋麒麟	['pʰ', 'a', 'k', 'i', 'l', 'i', 'n']	phakilin		
600	nan	nan_hani_xi_broad.tsv	拒	['k', 'u']	ku		
601	nan	nan_hani_xi_broad.tsv	拒付	['k', 'i', 'h', 'u']	kihu		
602	nan	nan_hani_xi_broad.tsv	拘	['k', 'u']	ku		
603	nan	nan_hani_xi_broad.tsv	拘	['kʰ', 'u']	khu		
604	nan	nan_hani_xi_broad.tsv	拘禁	['k', 'u', 'k', 'i', 'm']	kukim		
605	nan	nan_hani_xi_broad.tsv	拘謹	['k', 'u', 'k', 'i', 'n']	kukin		
606	nan	nan_hani_xi_broad.tsv	拳	['k', 'u', 'n']	kun		
607	nan	nan_hani_xi_broad.tsv	持	['t', 'i']	ti		
608	nan	nan_hani_xi_broad.tsv	挃	['t', 'i']	ti		
609	nan	nan_hani_xi_broad.tsv	指	['k', 'i']	ki		
610	nan	nan_hani_xi_broad.tsv	按	['a', 'n']	an		
611	nan	nan_hani_xi_broad.tsv	按	['a', 'n']	an		
612	nan	nan_hani_xi_broad.tsv	挐	['l', 'u']	lu		
613	nan	nan_hani_xi_broad.tsv	振	['t', 'i', 'n']	tin		
614	nan	nan_hani_xi_broad.tsv	挺	['tʰ', 'a', 'n']	than		
615	nan	nan_hani_xi_broad.tsv	捆	['kʰ', 'u', 'n']	khun		
616	nan	nan_hani_xi_broad.tsv	捍	['h', 'a', 'n']	han		
617	nan	nan_hani_xi_broad.tsv	捎	['s', 'a']	sa		
618	nan	nan_hani_xi_broad.tsv	捒	['s', 'a', 'k̚']	sak		
619	nan	nan_hani_xi_broad.tsv	掂	['t', 'i', 'm']	tim		
620	nan	nan_hani_xi_broad.tsv	掄	['l', 'u', 'n']	lun		
621	nan	nan_hani_xi_broad.tsv	掟	['t', 'a', 'n']	tan		
622	nan	nan_hani_xi_broad.tsv	探	['tʰ', 'a', 'm']	tham		
623	nan	nan_hani_xi_broad.tsv	推	['t', 'u']	tu		
624	nan	nan_hani_xi_broad.tsv	掩	['a', 'm']	am		
625	nan	nan_hani_xi_broad.tsv	揀	['k', 'a', 'n']	kan		
626	nan	nan_hani_xi_broad.tsv	提	['t', 'i']	ti		
627	nan	nan_hani_xi_broad.tsv	揞	['a', 'm']	am		
628	nan	nan_hani_xi_broad.tsv	握	['a', 'k̚']	ak		
629	nan	nan_hani_xi_broad.tsv	損	['s', 'u', 'n']	sun		
630	nan	nan_hani_xi_broad.tsv	搦	['l', 'a', 'k̚']	lak		
631	nan	nan_hani_xi_broad.tsv	搧	['s', 'a', 'm']	sam		
632	nan	nan_hani_xi_broad.tsv	搬	['p', 'a', 'n']	pan		
633	nan	nan_hani_xi_broad.tsv	搵	['u', 'n']	un		
634	nan	nan_hani_xi_broad.tsv	搽	['t', 'a']	ta		
635	nan	nan_hani_xi_broad.tsv	撓	['l', 'a']	la		
636	nan	nan_hani_xi_broad.tsv	撕	['s', 'u']	su		
637	nan	nan_hani_xi_broad.tsv	撫	['h', 'u']	hu		
638	nan	nan_hani_xi_broad.tsv	撫琴	['h', 'u', 'kʰ', 'i', 'm']	hukhim		
639	nan	nan_hani_xi_broad.tsv	撼	['h', 'a', 'm']	ham		
640	nan	nan_hani_xi_broad.tsv	撼	['h', 'a', 'm']	ham		
641	nan	nan_hani_xi_broad.tsv	擒	['kʰ', 'i', 'm']	khim		
642	nan	nan_hani_xi_broad.tsv	擔	['t', 'a', 'm']	tam		
643	nan	nan_hani_xi_broad.tsv	擔	['t', 'a', 'm']	tam		
644	nan	nan_hani_xi_broad.tsv	據	['k', 'u']	ku		
645	nan	nan_hani_xi_broad.tsv	擢	['t', 'a', 'k̚']	tak		
646	nan	nan_hani_xi_broad.tsv	擾	['l', 'a']	la		
647	nan	nan_hani_xi_broad.tsv	攀	['pʰ', 'a', 'n']	phan		
648	nan	nan_hani_xi_broad.tsv	攄	['l', 'u']	lu		
649	nan	nan_hani_xi_broad.tsv	攔	['l', 'a', 'n']	lan		
650	nan	nan_hani_xi_broad.tsv	攤	['tʰ', 'a', 'n']	than		
651	nan	nan_hani_xi_broad.tsv	攪	['k', 'a']	ka		
652	nan	nan_hani_xi_broad.tsv	攬	['l', 'a', 'm']	lam		
653	nan	nan_hani_xi_broad.tsv	支	['k', 'i']	ki		
654	nan	nan_hani_xi_broad.tsv	支付	['k', 'i', 'h', 'u']	kihu		
